a,b,presence,observed,expected_additive,synergy
item:camembert,perk:projectile_count,50,1219.8766905074503,1219.8766905074503,0.0
item:camembert,perk:projectile_speed,22,666.9548937615095,666.9548937615095,0.0
item:camembert,perk:shield,46,1079.736399068787,1079.736399068787,0.0
item:camembert,perk:xp_gain,34,960.8874662811713,960.8874662811713,0.0
item:canned_food,item:red_access_card,11,693.4681474270873,693.4681474270874,0.0
item:canned_food,item:three_leaf_clover,17,644.3334037947943,644.3334037947943,0.0
item:canned_food,item:vampire_tooth,8,979.9727529294554,979.9727529294555,0.0
item:canned_food,perk:effect_duration,24,491.9630599558093,491.9630599558093,0.0
item:canned_food,perk:luck,27,517.9290892072602,517.9290892072602,0.0
item:canned_food,perk:more_enemies,19,467.4838078745063,467.4838078745063,0.0
item:corrupted_vial,item:red_access_card,7,674.1000967044687,674.1000967044687,0.0
item:corrupted_vial,item:three_leaf_clover,18,761.3998054703691,761.3998054703691,0.0
item:corrupted_vial,item:vampire_tooth,9,1017.0443967701768,1017.0443967701771,0.0
item:corrupted_vial,perk:effect_duration,22,664.0898042827799,664.0898042827799,0.0
item:corrupted_vial,perk:luck,23,532.4619068434455,532.4619068434455,0.0
item:corrupted_vial,perk:more_enemies,19,406.43200707016916,406.43200707016916,0.0
item:energy_drink,item:red_access_card,9,634.409048052152,634.4090480521519,0.0
item:energy_drink,item:three_leaf_clover,17,538.8233479257948,538.8233479257948,0.0
item:energy_drink,item:vampire_tooth,9,928.3350017973894,928.3350017973894,0.0
item:energy_drink,perk:effect_duration,20,497.8013988819083,497.8013988819083,0.0
item:energy_drink,perk:luck,24,465.9928736416086,465.9928736416086,0.0
item:energy_drink,perk:more_enemies,21,460.55890589625216,460.55890589625216,0.0
item:golden_sneakers,item:red_access_card,7,676.3841540788447,676.3841540788447,0.0
item:golden_sneakers,item:three_leaf_clover,13,568.5916662023604,568.5916662023604,0.0
item:golden_sneakers,item:vampire_tooth,8,1181.646520710565,1181.646520710565,0.0
item:golden_sneakers,perk:effect_duration,23,514.1830135127199,514.1830135127199,0.0
item:golden_sneakers,perk:luck,28,577.327211708623,577.327211708623,0.0
item:golden_sneakers,perk:more_enemies,21,348.42793782094134,348.42793782094134,0.0
item:midas_hand,item:red_access_card,10,545.2204731218175,545.2204731218175,0.0
item:midas_hand,item:three_leaf_clover,23,693.6471789340587,693.6471789340587,0.0
item:midas_hand,item:vampire_tooth,9,891.8808614295592,891.8808614295592,0.0
item:midas_hand,perk:effect_duration,19,374.86557433864243,374.86557433864243,0.0
item:midas_hand,perk:luck,21,506.4000526454061,506.4000526454061,0.0
item:midas_hand,perk:more_enemies,17,509.8505048933792,509.8505048933792,0.0
item:red_access_card,item:sneakers,10,547.523671967401,547.523671967401,0.0
item:red_access_card,item:syringe,10,900.8531610836924,900.8531610836924,0.0
item:red_access_card,item:three_leaf_clover,7,340.229237766448,340.229237766448,0.0
item:red_access_card,perk:armor,15,586.8293825180276,586.8293825180276,0.0
item:red_access_card,perk:attack_speed,14,717.518970465315,717.518970465315,0.0
item:red_access_card,perk:collect_radius,13,497.294818285035,497.294818285035,0.0
item:red_access_card,perk:crit_chance,9,764.431836453824,764.431836453824,0.0
item:red_access_card,perk:crit_multiplier,11,543.6587050715299,543.6587050715299,0.0
item:red_access_card,perk:damage_percent,17,631.0855713117212,631.0855713117211,0.0
item:red_access_card,perk:effect_duration,9,428.2640022939682,428.2640022939682,0.0
item:red_access_card,perk:elite_flat_damage,19,521.9598769750254,521.9598769750254,0.0
item:red_access_card,perk:enemy_bounce,14,852.4427762189155,852.4427762189154,0.0
item:red_access_card,perk:flat_damage,16,710.3096352098765,710.3096352098765,0.0
item:red_access_card,perk:gold_gain,10,627.7400337098339,627.740033709834,0.0
item:red_access_card,perk:health_regen,15,684.5997811413386,684.5997811413386,0.0
item:red_access_card,perk:jump_bonus,5,321.3538210358365,321.3538210358365,0.0
item:red_access_card,perk:life_steal,7,476.50512467624003,476.5051246762401,0.0
item:red_access_card,perk:luck,11,535.402004746548,535.402004746548,0.0
item:red_access_card,perk:more_enemies,8,502.680585515781,502.680585515781,0.0
item:red_access_card,perk:move_speed,8,360.0492253847458,360.0492253847458,0.0
item:red_access_card,perk:projectile_count,17,728.7705467340008,728.7705467340008,0.0
item:red_access_card,perk:projectile_speed,13,773.3328104375331,773.3328104375331,0.0
item:red_access_card,perk:shield,17,682.1279681717142,682.1279681717142,0.0
item:red_access_card,perk:xp_gain,12,489.2579295989024,489.2579295989024,0.0
item:sneakers,item:three_leaf_clover,21,555.889284670242,555.8892846702419,0.0
item:sneakers,item:vampire_tooth,7,910.9489654157469,910.9489654157469,0.0
item:sneakers,perk:effect_duration,22,502.71332111941047,502.71332111941047,0.0
item:sneakers,perk:luck,23,441.1764727869727,441.1764727869727,0.0
item:sneakers,perk:more_enemies,16,311.8845317519359,311.8845317519359,0.0
item:syringe,item:three_leaf_clover,18,580.6646100038802,580.6646100038802,0.0
item:syringe,item:vampire_tooth,9,1072.353092856429,1072.3530928564292,0.0
item:syringe,perk:effect_duration,24,621.3055467028396,621.3055467028396,0.0
item:syringe,perk:luck,28,657.8261404987103,657.8261404987104,0.0
item:syringe,perk:more_enemies,23,351.44189675828375,351.44189675828375,0.0
item:three_leaf_clover,item:vampire_tooth,9,599.5100988838645,599.5100988838645,0.0
item:three_leaf_clover,perk:armor,30,616.0938517948249,616.093851794825,0.0
item:three_leaf_clover,perk:attack_speed,33,775.8449031577242,775.8449031577242,0.0
item:three_leaf_clover,perk:collect_radius,34,678.1945274500837,678.1945274500837,0.0
item:three_leaf_clover,perk:crit_chance,26,455.53948585757445,455.53948585757445,0.0
item:three_leaf_clover,perk:crit_multiplier,31,760.3269726918174,760.3269726918174,0.0
item:three_leaf_clover,perk:damage_percent,33,677.1196097099908,677.1196097099906,0.0
item:three_leaf_clover,perk:effect_duration,21,379.5042099853607,379.5042099853607,0.0
item:three_leaf_clover,perk:elite_flat_damage,34,823.484968896457,823.484968896457,0.0
item:three_leaf_clover,perk:enemy_bounce,40,878.2045181695867,878.2045181695867,0.0
item:three_leaf_clover,perk:flat_damage,38,812.5590394130027,812.5590394130027,0.0
item:three_leaf_clover,perk:gold_gain,24,377.9554478752461,377.9554478752461,0.0
item:three_leaf_clover,perk:health_regen,32,520.6867577543622,520.6867577543622,0.0
item:three_leaf_clover,perk:jump_bonus,12,398.8288324891477,398.8288324891476,0.0
item:three_leaf_clover,perk:life_steal,19,627.885128605586,627.8851286055859,0.0
item:three_leaf_clover,perk:luck,21,294.25004478156075,294.25004478156075,0.0
item:three_leaf_clover,perk:more_enemies,20,438.27903360351763,438.27903360351763,0.0
item:three_leaf_clover,perk:move_speed,22,478.2818649107237,478.2818649107237,0.0
item:three_leaf_clover,perk:projectile_count,41,877.3397696473527,877.3397696473527,0.0
item:three_leaf_clover,perk:projectile_speed,21,486.56455373385273,486.5645537338526,0.0
item:three_leaf_clover,perk:shield,40,866.2104333974003,866.2104333974003,0.0
item:three_leaf_clover,perk:xp_gain,28,679.151879378688,679.1518793786879,0.0
item:vampire_tooth,perk:armor,11,516.479474552125,516.479474552125,0.0
item:vampire_tooth,perk:attack_speed,13,1094.5442412511247,1094.5442412511247,0.0
item:vampire_tooth,perk:collect_radius,12,968.3278960423248,968.3278960423248,0.0
item:vampire_tooth,perk:crit_chance,13,834.8162676116542,834.8162676116542,0.0
item:vampire_tooth,perk:crit_multiplier,17,788.3829083420928,788.3829083420928,0.0
item:vampire_tooth,perk:damage_percent,17,920.4829879711339,920.4829879711339,0.0
item:vampire_tooth,perk:effect_duration,11,807.0941614279916,807.0941614279916,0.0
item:vampire_tooth,perk:elite_flat_damage,18,774.0436486102489,774.0436486102489,0.0
item:vampire_tooth,perk:enemy_bounce,21,817.2970205594514,817.2970205594514,0.0
item:vampire_tooth,perk:flat_damage,17,927.3001909966946,927.3001909966946,0.0
item:vampire_tooth,perk:gold_gain,7,1010.7771890905777,1010.7771890905778,0.0
item:vampire_tooth,perk:health_regen,16,714.4250325402483,714.4250325402483,0.0
item:vampire_tooth,perk:jump_bonus,5,534.9458461697263,534.9458461697263,0.0
item:vampire_tooth,perk:life_steal,5,471.66498046825836,471.66498046825836,0.0
item:vampire_tooth,perk:luck,11,749.3140605554396,749.3140605554396,0.0
item:vampire_tooth,perk:more_enemies,7,366.0535627792,366.0535627792,0.0
item:vampire_tooth,perk:move_speed,11,611.6306283621976,611.6306283621976,0.0
item:vampire_tooth,perk:projectile_count,21,815.6871579032082,815.687157903208,0.0
item:vampire_tooth,perk:projectile_speed,9,680.0198821096515,680.0198821096513,0.0
item:vampire_tooth,perk:shield,19,869.0253931430866,869.0253931430866,0.0
item:vampire_tooth,perk:xp_gain,13,819.4670824157377,819.4670824157377,0.0
perk:armor,perk:effect_duration,32,529.5003591151338,529.5003591151338,0.0
perk:armor,perk:luck,32,461.3988208249785,461.3988208249785,0.0
perk:armor,perk:more_enemies,22,419.3508664082978,419.3508664082978,0.0
perk:attack_speed,perk:effect_duration,33,760.370382876317,760.370382876317,0.0
perk:attack_speed,perk:luck,37,682.4891151731571,682.4891151731571,0.0
perk:attack_speed,perk:more_enemies,27,466.8272171349367,466.8272171349367,0.0
perk:collect_radius,perk:effect_duration,34,779.2593375865699,779.2593375865699,0.0
perk:collect_radius,perk:luck,34,523.0914554684431,523.0914554684431,0.0
perk:collect_radius,perk:more_enemies,32,497.73763555585975,497.73763555585975,0.0
perk:crit_chance,perk:effect_duration,26,529.746597234553,529.746597234553,0.0
perk:crit_chance,perk:luck,32,571.6398499215348,571.6398499215348,0.0
perk:crit_chance,perk:more_enemies,29,277.9508825417753,277.9508825417753,0.0
perk:crit_multiplier,perk:effect_duration,34,801.4258978263883,801.4258978263885,0.0
perk:crit_multiplier,perk:luck,36,741.3063789684334,741.3063789684334,0.0
perk:crit_multiplier,perk:more_enemies,27,441.32560064541696,441.32560064541707,0.0
perk:damage_percent,perk:effect_duration,39,802.3679795475878,802.3679795475877,0.0
perk:damage_percent,perk:luck,42,764.094935154245,764.094935154245,0.0
perk:damage_percent,perk:more_enemies,30,492.7800972387677,492.7800972387677,0.0
perk:effect_duration,perk:elite_flat_damage,39,795.006864780347,795.006864780347,0.0
perk:effect_duration,perk:enemy_bounce,43,843.1733498079199,843.1733498079199,0.0
perk:effect_duration,perk:flat_damage,42,781.2042433683863,781.2042433683863,0.0
perk:effect_duration,perk:gold_gain,22,263.1237033603215,263.1237033603215,0.0
perk:effect_duration,perk:health_regen,35,638.9481112782502,638.9481112782502,0.0
perk:effect_duration,perk:jump_bonus,20,330.9052410274907,330.9052410274907,0.0
perk:effect_duration,perk:life_steal,16,243.5068085816345,243.5068085816345,0.0
perk:effect_duration,perk:luck,31,458.69624831315787,458.69624831315787,0.0
perk:effect_duration,perk:more_enemies,19,406.042447373579,406.042447373579,0.0
perk:effect_duration,perk:move_speed,24,486.4344575425896,486.4344575425896,0.0
perk:effect_duration,perk:projectile_count,45,843.1733498079199,843.1733498079199,0.0
perk:effect_duration,perk:projectile_speed,20,470.66164731675644,470.66164731675644,0.0
perk:effect_duration,perk:shield,41,650.347509904138,650.347509904138,0.0
perk:effect_duration,perk:xp_gain,35,695.7945730177977,695.7945730177977,0.0
perk:elite_flat_damage,perk:luck,43,743.7278548248438,743.7278548248438,0.0
perk:elite_flat_damage,perk:more_enemies,31,551.317896386971,551.3178963869709,0.0
perk:flat_damage,perk:luck,40,695.941184040705,695.941184040705,0.0
perk:flat_damage,perk:more_enemies,33,527.9237874730261,527.9237874730261,0.0
perk:gold_gain,perk:luck,34,493.19326875516646,493.19326875516646,0.0
perk:gold_gain,perk:more_enemies,20,252.57236341914023,252.57236341914023,0.0
perk:health_regen,perk:luck,43,719.7839580830959,719.7839580830959,0.0
perk:health_regen,perk:more_enemies,31,333.74056441314656,333.74056441314656,0.0
perk:jump_bonus,perk:luck,18,275.14719269769125,275.14719269769125,0.0
perk:jump_bonus,perk:more_enemies,15,267.8246066939931,267.824606693993,0.0
perk:life_steal,perk:luck,16,268.7328368968803,268.7328368968803,0.0
perk:life_steal,perk:more_enemies,16,304.4249506035695,304.4249506035695,0.0
perk:luck,perk:more_enemies,27,278.08711254495154,278.08711254495154,0.0
perk:luck,perk:move_speed,26,407.96170895141023,407.96170895141023,0.0
perk:luck,perk:projectile_count,48,786.0034499625536,786.0034499625536,0.0
perk:luck,perk:projectile_speed,29,417.0576471048808,417.0576471048808,0.0
perk:luck,perk:shield,46,742.0054826863893,742.0054826863893,0.0
perk:luck,perk:xp_gain,35,585.6907995811417,585.6907995811417,0.0
perk:more_enemies,perk:move_speed,20,323.0998930692733,323.0998930692733,0.0
perk:more_enemies,perk:projectile_count,37,599.2825137816372,599.2825137816372,0.0
perk:more_enemies,perk:projectile_speed,19,361.6998837823753,361.6998837823753,0.0
perk:more_enemies,perk:shield,35,580.410541414138,580.410541414138,0.0
perk:more_enemies,perk:xp_gain,29,449.26786425287474,449.2678642528747,0.0
perk:elite_flat_damage,perk:health_regen,56,1058.061528478681,1058.0615284786813,-2.337154864996311e-17
item:golden_sneakers,item:syringe,22,680.7476840379079,680.7476840379079,-2.89298380545605e-17
item:sneakers,perk:health_regen,35,624.2022953296932,624.2022953296934,-2.901851915582538e-17
perk:jump_bonus,perk:projectile_count,28,385.55597724486444,385.55597724486444,-4.967901395134192e-17
perk:projectile_speed,perk:shield,43,761.3275808767361,761.3275808767361,-7.008667350579403e-17
perk:attack_speed,perk:move_speed,31,659.1443801273743,659.1443801273743,-1.5686263256067294e-16
perk:collect_radius,perk:health_regen,50,982.6212402864561,982.6212402864561,-3.1054553839695926e-16
perk:collect_radius,perk:elite_flat_damage,59,1065.9150233494508,1065.9150233494508,-3.112280519909331e-16
perk:enemy_bounce,perk:move_speed,37,812.3928945314298,812.3928945314298,-3.5211834543796724e-16
perk:damage_percent,perk:xp_gain,47,1122.1767038444816,1122.1767038444816,-3.6356173014757297e-16
item:midas_hand,perk:damage_percent,38,827.3478780718114,827.3478780718111,-3.658963662652564e-16
item:canned_food,perk:gold_gain,21,601.1622504366886,601.1622504366886,-4.1434390225110485e-16
item:golden_sneakers,item:midas_hand,18,612.5519700608866,612.5519700608866,-4.153565964352872e-16
perk:damage_percent,perk:health_regen,57,1110.3812436498006,1110.3812436498006,-4.20409811826219e-16
perk:attack_speed,perk:jump_bonus,26,364.35901589469785,364.35901589469785,-5.09194667269959e-16
item:golden_sneakers,perk:gold_gain,25,453.3434619958496,453.34346199584974,-5.264755795294625e-16
item:energy_drink,perk:collect_radius,31,621.4487993298352,621.4487993298352,-5.350791429068453e-16
item:canned_food,perk:projectile_speed,23,615.5244550902689,615.5244550902688,-5.758552865371714e-16
item:blood_infusion,item:sneakers,20,509.18070806023087,509.18070806023087,-5.865171602653876e-16
perk:flat_damage,perk:gold_gain,43,727.5391507308735,727.5391507308735,-6.340718883086321e-16
perk:crit_multiplier,perk:move_speed,32,721.8325993966506,721.8325993966506,-6.651871898048005e-16
item:corrupted_vial,perk:armor,30,941.3639253106948,941.3639253106948,-9.276311811782216e-16
perk:gold_gain,perk:move_speed,25,268.5609707497396,268.5609707497396,-9.437987351098811e-16
perk:armor,perk:projectile_speed,30,630.948321827145,630.948321827145,-1.06507581079882e-15
item:energy_drink,item:sneakers,16,633.2589035987938,633.2589035987938,-1.1534572060308749e-15
perk:attack_speed,perk:xp_gain,46,1243.960597223335,1243.960597223335,-1.268200670406136e-15
perk:enemy_bounce,perk:xp_gain,53,1302.4713938665034,1302.4713938665034,-1.367759965039147e-15
item:sneakers,perk:collect_radius,36,623.3863322395609,623.3863322395609,-1.388698371665366e-15
item:energy_drink,perk:move_speed,24,459.5930651559602,459.59306515596023,-1.4512977066773652e-15
item:golden_sneakers,perk:jump_bonus,15,364.23412319267095,364.23412319267095,-1.5071378089840632e-15
item:energy_drink,perk:health_regen,32,614.3820495131026,614.3820495131026,-1.5484724897368824e-15
perk:attack_speed,perk:shield,64,1371.300206554738,1371.300206554738,-1.6258675734737545e-15
item:midas_hand,perk:gold_gain,28,501.8950884249525,501.89508842495246,-1.6362906431297791e-15
item:sneakers,perk:damage_percent,32,619.3821531187527,619.3821531187527,-1.6539967308080705e-15
perk:crit_multiplier,perk:gold_gain,35,643.0750950206998,643.0750950206998,-1.7278195613730034e-15
perk:armor,perk:attack_speed,39,1042.496826749824,1042.496826749824,-1.777737851742542e-15
item:golden_sneakers,perk:damage_percent,37,821.7522468383162,821.7522468383162,-1.8227488785135822e-15
item:midas_hand,perk:attack_speed,36,920.6571988257715,920.6571988257715,-1.8574622306957682e-15
perk:crit_multiplier,perk:jump_bonus,23,352.58231024620187,352.58231024620187,-1.987780625696345e-15
item:sneakers,perk:crit_chance,31,651.239925436551,651.239925436551,-2.025995036587771e-15
perk:gold_gain,perk:projectile_count,44,793.7094599899909,793.7094599899909,-2.0572017690736214e-15
perk:health_regen,perk:move_speed,39,623.3471744570747,623.3471744570747,-2.106079796149688e-15
item:blood_infusion,perk:gold_gain,28,520.5927073539546,520.5927073539546,-2.1948091539474773e-15
perk:armor,perk:health_regen,48,792.7070226855136,792.7070226855136,-2.2919694038819433e-15
perk:crit_chance,perk:gold_gain,29,452.9663397094751,452.9663397094752,-2.3598561002610502e-15
perk:damage_percent,perk:move_speed,35,667.4530478100115,667.4530478100115,-2.4088377529763634e-15
perk:armor,perk:damage_percent,45,947.6269000592421,947.6269000592421,-2.472475350228533e-15
perk:attack_speed,perk:gold_gain,34,664.7773070586262,664.7773070586262,-2.636580583584015e-15
item:energy_drink,perk:gold_gain,23,402.9380938907102,402.9380938907102,-3.0380069387336794e-15
perk:move_speed,perk:projectile_speed,19,252.98836771758354,252.98836771758354,-3.053203741087271e-15
perk:enemy_bounce,perk:luck,45,786.0034499625536,786.0034499625536,-3.0559787894843783e-15
item:sneakers,perk:attack_speed,33,789.5587256220751,789.5587256220753,-3.154837476031461e-15
item:energy_drink,perk:jump_bonus,20,298.35368355442955,298.35368355442955,-3.235385612453765e-15
perk:gold_gain,perk:jump_bonus,12,226.13151070599307,226.13151070599307,-3.66191812140457e-15
item:midas_hand,perk:flat_damage,43,974.1079806567799,974.1079806567799,-3.745385768822346e-15
perk:crit_chance,perk:jump_bonus,21,264.8865248104886,264.8865248104886,-3.813475081259844e-15
item:sneakers,perk:crit_multiplier,30,699.3984532333501,699.3984532333501,-4.180744460922458e-15
perk:enemy_bounce,perk:more_enemies,32,599.7679963971669,599.7679963971669,-4.288071321316637e-15
perk:enemy_bounce,perk:jump_bonus,27,395.48200842270893,395.48200842270893,-4.5005792956962735e-15
item:midas_hand,item:sneakers,22,608.5619243947003,608.5619243947003,-4.523613070405181e-15
perk:armor,perk:collect_radius,43,733.7957296973235,733.7957296973235,-4.639118549162974e-15
perk:attack_speed,perk:health_regen,47,1078.3718449275796,1078.3718449275796,-4.7081512299315714e-15
item:sneakers,perk:jump_bonus,13,338.59431514445083,338.5943151444509,-5.0042647725964936e-15
perk:elite_flat_damage,perk:flat_damage,66,1430.8058905523292,1430.8058905523292,-5.077589694558545e-15
perk:armor,perk:crit_chance,40,843.765740799547,843.765740799547,-5.1280624747999144e-15
perk:collect_radius,perk:flat_damage,60,1126.5094715800603,1126.5094715800603,-5.1602747726841076e-15
item:sneakers,perk:gold_gain,24,344.854925257777,344.854925257777,-5.161699809847077e-15
perk:gold_gain,perk:health_regen,39,659.7265481236981,659.7265481236981,-5.2394060864616965e-15
perk:damage_percent,perk:gold_gain,36,675.2212750189902,675.2212750189902,-5.41892625442315e-15
perk:damage_percent,perk:jump_bonus,27,378.98866113472656,378.98866113472667,-5.839529960044969e-15
perk:enemy_bounce,perk:gold_gain,38,793.7094599899909,793.7094599899909,-6.3337535926007405e-15
perk:attack_speed,perk:collect_radius,50,1120.9723116763864,1120.9723116763864,-6.5374507941767775e-15
item:midas_hand,perk:enemy_bounce,38,1010.6713673659125,1010.6713673659125,-6.59967491290117e-15
item:sneakers,perk:enemy_bounce,36,854.6960291106839,854.6960291106839,-6.952060558082389e-15
perk:collect_radius,perk:damage_percent,53,1094.3967119200072,1094.3967119200072,-7.519827675547505e-15
item:sneakers,perk:projectile_count,42,851.1657171364449,851.1657171364449,-9.219953696464895e-15
perk:collect_radius,perk:enemy_bounce,55,1167.325913063516,1167.325913063516,-1.0737795953701546e-14
perk:collect_radius,perk:projectile_count,64,1167.325913063516,1167.325913063516,-1.218963823305866e-14
item:energy_drink,perk:projectile_speed,20,431.8591869999044,440.50750138890635,-1.7318627596219245
